id,year,ymdh,station,color,original_path,original_filename,crop_filename,confidence,bbox_x,bbox_y,bbox_width,bbox_height,image_width,image_height,crop_width,crop_height,pelage_probability,bbox_area
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0181.JPG,IMG_0181.JPG,BDF10-M6_2016_201602052210_IMG_0181.jpg,0.9410578012466432,886.9426879882812,1109.017822265625,569.7875366210938,392.9952392578125,2048,1536,569,392,0.018343,223923.78928052634
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0182.JPG,IMG_0182.JPG,BDF10-M6_2016_201602052210_IMG_0182.jpg,0.9454829096794128,1213.14404296875,1106.2587890625,328.955322265625,388.8482666015625,2048,1536,328,388,0.000523,127913.70685234666
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0183.JPG,IMG_0183.JPG,BDF10-M6_2016_201602052210_IMG_0183.jpg,0.9080905318260192,812.046875,801.18701171875,439.970947265625,357.5423583984375,2048,1536,439,357,0.000177,157308.25011214614
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0184.JPG,IMG_0184.JPG,BDF10-M6_2016_201602052210_IMG_0184.jpg,0.8861767053604126,800.463134765625,802.2403564453125,374.8232421875,353.945068359375,2048,1536,374,353,0.00098,132666.83807873726
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0185.JPG,IMG_0185.JPG,BDF10-M6_2016_201602052210_IMG_0185.jpg,0.8661651015281677,793.0638427734375,691.0521240234375,373.9805908203125,470.9678955078125,2048,1536,373,470,0.975563,176132.85181941092
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0186.JPG,IMG_0186.JPG,BDF10-M6_2016_201602052210_IMG_0186.jpg,0.8109946846961975,840.4119873046875,660.3939819335938,336.4066162109375,498.4880981445313,2048,1536,336,498,0.997796,167694.6943182275
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0188.JPG,IMG_0188.JPG,BDF10-M6_2016_201602052210_IMG_0188.jpg,0.8348790407180786,830.6344604492188,581.6947021484375,430.3517456054687,575.130615234375,2048,1536,430,575,0.45685,247508.46421726045
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0190.JPG,IMG_0190.JPG,BDF10-M6_2016_201602052210_IMG_0190.jpg,0.8464516997337341,673.6055908203125,358.5289306640625,501.127197265625,799.4677734375,2048,1536,501,799,0.360903,400635.04460692406
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0192.JPG,IMG_0192.JPG,BDF10-M6_2016_201602052210_IMG_0192.jpg,0.8094698190689087,757.041748046875,91.7567138671875,445.0115966796875,1022.8094482421876,2048,1536,445,1022,0.508468,455162.0656613261
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0194.JPG,IMG_0194.JPG,BDF10-M6_2016_201602052210_IMG_0194.jpg,0.8214552998542786,743.5117797851562,136.2132568359375,441.81048583984375,1011.21630859375,2048,1536,441,1011,0.085977,446765.96858897805
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0195.JPG,IMG_0195.JPG,BDF10-M6_2016_201602052210_IMG_0195.jpg,0.9271583557128906,751.1786499023438,30.949539184570312,427.0084838867187,956.5639038085938,2048,1536,427,956,0.261456,408460.90230606863
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0198.JPG,IMG_0198.JPG,BDF10-M6_2016_201602052210_IMG_0198.jpg,0.8764013648033142,734.868896484375,31.272720336914062,549.8118896484375,684.3871459960938,2048,1536,549,684,0.41666,376284.1899912134
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0199.JPG,IMG_0199.JPG,BDF10-M6_2016_201602052210_IMG_0199.jpg,0.8585585355758667,718.84423828125,31.914871215820312,575.511474609375,710.3907470703125,2048,1536,575,710,0.167338,408838.0263952911
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0200.JPG,IMG_0200.JPG,BDF10-M6_2016_201602052210_IMG_0200.jpg,0.9002729058265686,661.5635375976562,31.094947814941406,631.2455444335938,702.607421875,2048,1536,631,702,0.02125,443517.80454456806
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0211.JPG,IMG_0211.JPG,BDF10-M6_2016_201602052210_IMG_0211.jpg,0.9644742012023926,1216.42431640625,1116.919921875,460.980712890625,360.515625,2048,1536,460,360,2.5e-05,166190.74982070923
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0212.JPG,IMG_0212.JPG,BDF10-M6_2016_201602052210_IMG_0212.jpg,0.9659827947616576,1217.19189453125,1115.9931640625,460.938720703125,361.105712890625,2048,1536,460,361,6e-06,166447.60533839464
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0213.JPG,IMG_0213.JPG,BDF10-M6_2016_201602052210_IMG_0213.jpg,0.9481200575828552,1218.714599609375,1074.0535888671875,442.19580078125,393.484130859375,2048,1536,442,393,2e-06,173997.0303400755
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0214.JPG,IMG_0214.JPG,BDF10-M6_2016_201602052210_IMG_0214.jpg,0.9070775508880616,825.5509033203125,858.0100708007812,546.10986328125,462.1500854492187,2048,1536,546,462,0.006627,252384.71998009083
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0220.JPG,IMG_0220.JPG,BDF10-M6_2016_201602052210_IMG_0220.jpg,0.8441346287727356,771.3052368164062,117.4299774169922,493.16448974609375,940.0311889648438,2048,1536,493,940,0.146577,463590.001651261
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0221.JPG,IMG_0221.JPG,BDF10-M6_2016_201602052210_IMG_0221.jpg,0.8581867218017578,753.739990234375,29.42518615722656,438.659423828125,1048.27099609375,2048,1536,438,1048,0.215055,459833.95116221905
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0222.JPG,IMG_0222.JPG,BDF10-M6_2016_201602052210_IMG_0222.jpg,0.8278797268867493,754.7904663085938,33.219085693359375,452.94683837890625,1018.6492919921876,2048,1536,452,1018,0.446926,461393.9762247727
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0224.JPG,IMG_0224.JPG,BDF10-M6_2016_201602052210_IMG_0224.jpg,0.8784806132316589,764.464599609375,220.28933715820312,498.1395263671875,900.768310546875,2048,1536,498,900,0.111042,448708.299582392
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0226.JPG,IMG_0226.JPG,BDF10-M6_2016_201602052210_IMG_0226.jpg,0.8786363005638123,752.4692993164062,92.9150848388672,444.2839965820313,963.3578491210938,2048,1536,444,963,0.054312,428004.47534618905
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0227.JPG,IMG_0227.JPG,BDF10-M6_2016_201602052210_IMG_0227.jpg,0.846043050289154,751.90869140625,62.208892822265625,514.5611572265625,999.8076171875,2048,1536,514,999,0.070397,514462.164503932
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0228.JPG,IMG_0228.JPG,BDF10-M6_2016_201602052210_IMG_0228.jpg,0.8770174384117126,751.2634887695312,73.29533386230469,453.2760620117187,979.6438598632812,2048,1536,453,979,0.028875,444049.1109727881
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0229.JPG,IMG_0229.JPG,BDF10-M6_2016_201602052210_IMG_0229.jpg,0.89466392993927,772.7535400390625,33.93145751953125,414.7379150390625,928.8925170898438,2048,1536,414,928,0.030257,385246.9458332285
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0230.JPG,IMG_0230.JPG,BDF10-M6_2016_201602052210_IMG_0230.jpg,0.9270774126052856,752.5202026367188,38.79441833496094,433.5696411132813,906.97607421875,2048,1536,433,906,0.0242,393237.29099735623
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0231.JPG,IMG_0231.JPG,BDF10-M6_2016_201602052210_IMG_0231.jpg,0.9048707485198976,751.69775390625,31.1671142578125,439.1617431640625,709.0133056640625,2048,1536,439,709,0.721319,311371.51924194396
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0232.JPG,IMG_0232.JPG,BDF10-M6_2016_201602052210_IMG_0232.jpg,0.8680336475372314,752.8916015625,30.63928985595703,480.2939453125,713.9754638671875,2048,1536,480,713,0.744971,342918.0923970938
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0233.JPG,IMG_0233.JPG,BDF10-M6_2016_201602052210_IMG_0233.jpg,0.8924975991249084,751.5040283203125,30.77208709716797,514.7745361328125,756.9693603515625,2048,1536,514,756,0.272019,389668.5513417274
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0234.JPG,IMG_0234.JPG,BDF10-M6_2016_201602052210_IMG_0234.jpg,0.8739441633224487,757.7929077148438,30.511184692382812,536.5503540039062,727.8914794921875,2048,1536,536,727,0.448617,390550.43099796027
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0235.JPG,IMG_0235.JPG,BDF10-M6_2016_201602052210_IMG_0235.jpg,0.8352900743484497,747.1307983398438,30.007896423339844,500.9264526367187,730.4263916015625,2048,1536,500,730,0.168029,365889.9012572094
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0236.JPG,IMG_0236.JPG,BDF10-M6_2016_201602052210_IMG_0236.jpg,0.851859986782074,736.1986083984375,30.336524963378903,492.8621826171875,750.298583984375,2048,1536,492,750,0.266837,369793.7977171242
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0237.JPG,IMG_0237.JPG,BDF10-M6_2016_201602052210_IMG_0237.jpg,0.9136720895767212,711.9542846679688,31.815628051757812,480.8572387695313,750.0731201171875,2048,1536,480,750,0.489227,360678.0894147978
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0238.JPG,IMG_0238.JPG,BDF10-M6_2016_201602052210_IMG_0238.jpg,0.9228011965751648,673.8785400390625,31.548110961914062,511.2266845703125,734.520263671875,2048,1536,511,734,0.063693,375506.3591466844
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0239.JPG,IMG_0239.JPG,BDF10-M6_2016_201602052210_IMG_0239.jpg,0.8954603672027588,629.50048828125,30.60804748535156,565.990234375,731.4766845703125,2048,1536,565,731,0.230684,414008.6601397991
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0240.JPG,IMG_0240.JPG,BDF10-M6_2016_201602052210_IMG_0240.jpg,0.9155709147453308,753.4356689453125,30.26776885986328,435.6307373046875,751.823486328125,2048,1536,435,751,0.039924,327517.41967210174
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0241.JPG,IMG_0241.JPG,BDF10-M6_2016_201602052210_IMG_0241.jpg,0.869472324848175,748.7604370117188,29.6773681640625,486.69329833984375,933.598388671875,2048,1536,486,933,0.162564,454376.07910747826
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0242.JPG,IMG_0242.JPG,BDF10-M6_2016_201602052210_IMG_0242.jpg,0.9317769408226012,748.690185546875,30.26646423339844,538.9248046875,914.9570922851562,2048,1536,538,914,0.118679,493093.07225722075
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0244.JPG,IMG_0244.JPG,BDF10-M6_2016_201602052210_IMG_0244.jpg,0.874334454536438,745.443603515625,131.72886657714844,505.1104736328125,991.4488525390624,2048,1536,505,991,0.864261,500791.1994887143
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0245.JPG,IMG_0245.JPG,BDF10-M6_2016_201602052210_IMG_0245.jpg,0.8226412534713745,746.9791259765625,210.30711364746097,490.2728271484375,894.938232421875,2048,1536,490,894,0.78469,438763.8973326981
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0246.JPG,IMG_0246.JPG,BDF10-M6_2016_201602052210_IMG_0246.jpg,0.8154265880584717,742.74658203125,150.6671905517578,523.3226318359375,981.9536743164062,2048,1536,523,981,0.379967,513878.58118423074
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0247.JPG,IMG_0247.JPG,BDF10-M6_2016_201602052210_IMG_0247.jpg,0.8012273907661438,745.7534790039062,184.04685974121097,532.3722534179688,963.5439453125,2048,1536,532,963,0.201007,512964.0614332557
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0248.JPG,IMG_0248.JPG,BDF10-M6_2016_201602052210_IMG_0248.jpg,0.8453072905540466,742.735595703125,132.70843505859375,540.9805908203125,996.2324829101562,2048,1536,540,996,0.264993,538942.4371991232
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0249.JPG,IMG_0249.JPG,BDF10-M6_2016_201602052210_IMG_0249.jpg,0.873006284236908,748.046142578125,30.917083740234375,463.2669677734375,1092.6689453125,2048,1536,463,1092,0.099072,506197.4290751219
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0250.JPG,IMG_0250.JPG,BDF10-M6_2016_201602052210_IMG_0250.jpg,0.8243818283081055,741.8492431640625,29.679656982421875,480.3856201171875,1098.839111328125,2048,1536,480,1098,0.164046,527866.5079043806
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0251.JPG,IMG_0251.JPG,BDF10-M6_2016_201602052210_IMG_0251.jpg,0.8289574384689331,739.7847900390625,31.108840942382812,538.4083251953125,1133.900634765625,2048,1536,538,1133,0.355045,610501.5417020619
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0252.JPG,IMG_0252.JPG,BDF10-M6_2016_201602052210_IMG_0252.jpg,0.8484143018722534,636.0936279296875,109.55369567871094,650.0711669921875,1392.11083984375,2048,1536,650,1392,0.394806,904971.1182397008
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0258.JPG,IMG_0258.JPG,BDF10-M6_2016_201602052210_IMG_0258.jpg,0.8848714828491211,752.9264526367188,30.921295166015625,521.0457153320312,1120.5560302734375,2048,1536,521,1120,0.1641,583860.9183634445
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0259.JPG,IMG_0259.JPG,BDF10-M6_2016_201602052210_IMG_0259.jpg,0.815731406211853,753.6110229492188,222.248291015625,491.02691650390625,936.8572998046876,2048,1536,491,936,0.08007,460022.1511272714
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0262.JPG,IMG_0262.JPG,BDF10-M6_2016_201602052210_IMG_0262.jpg,0.8556151390075684,755.28125,241.92901611328125,524.5889892578125,920.6546020507812,2048,1536,524,920,0.020973,482965.2671453729
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0264.JPG,IMG_0264.JPG,BDF10-M6_2016_201602052210_IMG_0264.jpg,0.815486490726471,753.5523071289062,244.306640625,469.0408325195313,915.1851806640624,2048,1536,469,915,0.055344,429259.2190482095
BDF10-M6,2016,201602052210,HC,0,/Volumes/Seagate Portable Drive/KYLE_AI_DATABASE/A_CAMERA/Focal_species/Gulo gulo/BDF10-M6/HC/2016/B&W/Robust marks/02.05-22.10/IMG_0265.JPG,IMG_0265.JPG,BDF10-M6_2016_201602052210_IMG_0265.jpg,0.9000251889228821,755.5313110351562,30.35874938964844,503.4137573242187,1007.5335693359376,2048,1536,503,1007,0.036389,507206.25976968557
